ID,Audience,Surface,ElementType,CurrentText,Source,UiEditable,Flag,Notes
ADM-GALLERY-010,PHOTOGRAPHER,`/admin/galleries` create form,field label,Keep it a draft,`app/routes/admin/galleries.tsx:268`,no,KEEP,Default radio option.
ADM-GALLERY-011,PHOTOGRAPHER,`/admin/galleries` create form,field label,Publish it,`app/routes/admin/galleries.tsx:271`,no,KEEP,Radio option.
ADM-GALLERY-012,PHOTOGRAPHER,`/admin/galleries` create form,button,Create gallery,`app/routes/admin/galleries.tsx:276`,no,KEEP,Submit.
ADM-GALLERY-013,PHOTOGRAPHER,`/admin/galleries` list,heading,No galleries yet,`app/routes/admin/galleries.tsx:284`,no,KEEP,List heading when the site has no galleries.
ADM-GALLERY-014,PHOTOGRAPHER,`/admin/galleries` list,heading,"{n} gallery, or {n} galleries",`app/routes/admin/galleries.tsx:285`,no,KEEP,Singular/plural list heading.
ADM-GALLERY-015,PHOTOGRAPHER,`/admin/galleries` list,empty state,"Create the first gallery above. Photographs are uploaded into a gallery, so this is the first step before any photograph can appear on the public site.",`app/routes/admin/galleries.tsx:288`-`291`,no,KEEP,Empty state explaining the ordering of the work.
ADM-GALLERY-016,PHOTOGRAPHER,`/admin/galleries` item,metadata,Published,`app/routes/admin/galleries.tsx:302`,no,KEEP,Publication badge.
ADM-GALLERY-017,PHOTOGRAPHER,`/admin/galleries` item,metadata,Draft — not public,`app/routes/admin/galleries.tsx:302`,no,KEEP,Publication badge.
ADM-GALLERY-018,PHOTOGRAPHER,`/admin/galleries` item,helper text,"/gallery/{slug} · position {n} · {count} photograph, or photographs ({n} published) · cover: {title, or none}",`app/routes/admin/galleries.tsx:305`-`309`,no,REVIEW,One summary line with singular/plural handling and a `none` fallback.
ADM-GALLERY-019,PHOTOGRAPHER,`/admin/galleries` edit form,field label,Name,`app/routes/admin/galleries.tsx:319`,no,KEEP,Duplicate wording of `ADM-GALLERY-005` from a separate occurrence.
ADM-GALLERY-020,PHOTOGRAPHER,`/admin/galleries` edit form,field label,Description,`app/routes/admin/galleries.tsx:327`,no,KEEP,Duplicate wording of `ADM-GALLERY-006`.
ADM-GALLERY-021,PHOTOGRAPHER,`/admin/galleries` edit form,field label,Display order,`app/routes/admin/galleries.tsx:335`,no,KEEP,Whole number 0–9999.
ADM-GALLERY-022,PHOTOGRAPHER,`/admin/galleries` edit form,button,Save changes,`app/routes/admin/galleries.tsx:346`,no,KEEP,"Saves name, description and order together."
ADM-GALLERY-023,PHOTOGRAPHER,`/admin/galleries` order form,field label,Set position,`app/routes/admin/galleries.tsx:354`,no,KEEP,Order-only control.
ADM-GALLERY-024,PHOTOGRAPHER,`/admin/galleries` order form,button,Save position,`app/routes/admin/galleries.tsx:365`,no,KEEP,Submit.
ADM-GALLERY-025,PHOTOGRAPHER,`/admin/galleries` publication form,button,Withdraw to draft,`app/routes/admin/galleries.tsx:377`,no,KEEP,Named for the state it produces.
ADM-GALLERY-026,PHOTOGRAPHER,`/admin/galleries` publication form,button,Publish gallery,`app/routes/admin/galleries.tsx:377`,no,KEEP,Named for the state it produces.
ADM-GALLERY-027,PHOTOGRAPHER,`/admin/galleries` cover form,field label,Cover photograph,`app/routes/admin/galleries.tsx:385`,no,KEEP,Offers only photographs that belong to this gallery.
ADM-GALLERY-028,PHOTOGRAPHER,`/admin/galleries` cover form,field label,No photographs in this gallery yet,`app/routes/admin/galleries.tsx:392`,no,KEEP,Only option when the gallery has no photographs.
ADM-GALLERY-029,PHOTOGRAPHER,`/admin/galleries` cover form,field label,No cover,`app/routes/admin/galleries.tsx:392`,no,KEEP,Empty option when photographs exist.
ADM-GALLERY-030,PHOTOGRAPHER,`/admin/galleries` cover form,field label,(draft),`app/routes/admin/galleries.tsx:397`,no,KEEP,Suffix after an unpublished photograph's title.
ADM-GALLERY-031,PHOTOGRAPHER,`/admin/galleries` cover form,button,Save cover,`app/routes/admin/galleries.tsx:402`,no,KEEP,Submit.
ADM-GALLERY-032,PHOTOGRAPHER,`/admin/galleries` cover form,button,Remove cover,`app/routes/admin/galleries.tsx:411`,no,KEEP,Rendered only when a cover is set.
ADM-GALLERY-033,PHOTOGRAPHER,`/admin/galleries` action result,warning,"That request was not understood, so nothing was changed.",`app/routes/admin/galleries.tsx:59`,no,KEEP,Same wording as `ADM-PHOTOS-007`.
ADM-GALLERY-034,PHOTOGRAPHER,`/admin/galleries` action result,warning,"No database is configured in this environment, so nothing was changed.",`app/routes/admin/galleries.tsx:109`,no,KEEP,Same wording as `ADM-PHOTOS-004`.
ADM-GALLERY-035,PHOTOGRAPHER,`/admin/galleries` action result,warning,"That action was not recognised, so nothing was changed.","`app/routes/admin/galleries.tsx:118`, `:183`",no,KEEP,Same wording as `ADM-PHOTOS-005`.
ADM-GALLERY-036,PHOTOGRAPHER,`/admin/galleries` action result,warning,"That gallery no longer exists, so nothing was changed.",`app/routes/admin/galleries.tsx:92`,no,KEEP,Record disappeared between render and submit.
ADM-GALLERY-037,PHOTOGRAPHER,`/admin/galleries` action result,validation/error,Choose whether the gallery starts as a draft or published.,`app/routes/admin/galleries.tsx:128`,no,KEEP,Create-form refusal.
ADM-GALLERY-038,PHOTOGRAPHER,`/admin/galleries` action result,validation/error,Choose whether the gallery is a draft or published.,`app/routes/admin/galleries.tsx:145`,no,KEEP,Update-form refusal.
ADM-GALLERY-039,PHOTOGRAPHER,`/admin/galleries` action result,validation/error,Choose a photograph from this gallery.,`app/routes/admin/galleries.tsx:174`,no,KEEP,Cover refusal.
ADM-GALLERY-040,PHOTOGRAPHER,`/admin/galleries` action result,validation/error,Use a whole number between 0 and 9999.,`app/routes/admin/galleries.tsx:166` (`MAX_GALLERY_ORDER`),no,KEEP,Order refusal; the same wording comes from `validateGallery` (`SYS-VALID-004`).
ADM-GALLERY-041,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,"“{name}” {verb}. {visibility} It holds {n} photograph, or photographs, {m} of them published.",`app/routes/admin/galleries.tsx:78`-`80`,no,REVIEW,"Built from the persisted gallery, with singular/plural handling."
ADM-GALLERY-042,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,"It is published, so it appears on the public site once it holds a published photograph.",`app/routes/admin/galleries.tsx:74`-`76`,no,KEEP,Visibility clause when the gallery holds no published photograph.
ADM-GALLERY-043,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,"It is a draft, so it is not visible on the public site.",`app/routes/admin/galleries.tsx:77`,no,KEEP,Visibility clause for a draft gallery.
ADM-GALLERY-044,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,Created “{name}”.,`app/routes/admin/galleries.tsx:139`,no,KEEP,Create success.
ADM-GALLERY-045,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,is created,`app/routes/admin/galleries.tsx:138`,no,KEEP,Verb inserted into `ADM-GALLERY-041`; only used when the create response carries no explicit message.
ADM-GALLERY-046,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,is saved,`app/routes/admin/galleries.tsx:154`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-047,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,is published,`app/routes/admin/galleries.tsx:161`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-048,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,is withdrawn to a draft,`app/routes/admin/galleries.tsx:161`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-049,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,now sits at position {n},`app/routes/admin/galleries.tsx:168`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-050,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,has a new cover,`app/routes/admin/galleries.tsx:178`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-051,PHOTOGRAPHER,`/admin/galleries` action result,confirmation,no longer has a cover,`app/routes/admin/galleries.tsx:178`,no,KEEP,Verb inserted into `ADM-GALLERY-041`.
ADM-GALLERY-052,PHOTOGRAPHER,`/admin/galleries` unavailable state,warning,"No database is configured in this environment, so gallery management is unavailable.",`app/data/gallery-management.server.ts:111`,no,REVIEW,Shown instead of the whole screen.
ADM-GALLERY-053,PHOTOGRAPHER,`/admin/galleries` action result,validation/error,"That photograph is not in this gallery, so it cannot be its cover.",`app/data/gallery-management.server.ts:332`,no,KEEP,Cover refusal from the mutation layer.
ADM-GALLERY-054,PHOTOGRAPHER,`/admin/galleries` action result,warning,The gallery could not be read back after saving.,"`app/data/gallery-management.server.ts:226`, `:326`, `:349`",no,KEEP,Fail-closed read-back failure.
ADM-ENQ-001,PHOTOGRAPHER,`/admin/enquiries` header,heading,Enquiries,`app/routes/admin/enquiries.tsx:101`,no,KEEP,Eyebrow.
ADM-ENQ-002,PHOTOGRAPHER,`/admin/enquiries` header,heading,Enquiries,`app/routes/admin/enquiries.tsx:102`,no,KEEP,Page `h1`.
ADM-ENQ-003,PHOTOGRAPHER,`/admin/enquiries` header,body,"Print enquiries and contact messages, newest first. Reply from your own email; this application does not send mail itself.",`app/routes/admin/enquiries.tsx:103`-`106`,no,KEEP,Page lede; states that no mail is sent.
ADM-ENQ-004,PHOTOGRAPHER,`/admin/enquiries` action result,confirmation,Marked as {status}.,`app/routes/admin/enquiries.tsx:63`,no,KEEP,`{status}` is the lower-cased handled state.
ADM-ENQ-005,PHOTOGRAPHER,`/admin/enquiries` action result,warning,"That enquiry no longer exists, so nothing was changed.",`app/routes/admin/enquiries.tsx:65`,no,KEEP,Record disappeared between render and submit.
ADM-ENQ-006,PHOTOGRAPHER,`/admin/enquiries` action result,warning,That state is not one this application recognises.,`app/routes/admin/enquiries.tsx:67`,no,KEEP,Allow-list refusal.
ADM-ENQ-007,PHOTOGRAPHER,`/admin/enquiries` action result,warning,"The change could not be saved, so the enquiry is unchanged.",`app/routes/admin/enquiries.tsx:70`,no,KEEP,Storage failure.
ADM-ENQ-008,PHOTOGRAPHER,`/admin/enquiries` empty state,empty state,No enquiries have been received yet.,`app/routes/admin/enquiries.tsx:125`,no,KEEP,Shown when the list read succeeded and is empty.
ADM-ENQ-009,PHOTOGRAPHER,`/admin/enquiries` table,metadata,"1 enquiry, or {n} enquiries, newest first",`app/routes/admin/enquiries.tsx:131`-`133`,no,KEEP,Table caption with singular/plural handling.
ADM-ENQ-010,PHOTOGRAPHER,`/admin/enquiries` table,metadata,Received,`app/routes/admin/enquiries.tsx:137`,no,KEEP,Column heading.
ADM-ENQ-011,PHOTOGRAPHER,`/admin/enquiries` table,metadata,From,`app/routes/admin/enquiries.tsx:138`,no,KEEP,Column heading.
ADM-ENQ-012,PHOTOGRAPHER,`/admin/enquiries` table,metadata,About,`app/routes/admin/enquiries.tsx:139`,no,KEEP,Column heading.
ADM-ENQ-013,PHOTOGRAPHER,`/admin/enquiries` table,metadata,Preference,`app/routes/admin/enquiries.tsx:140`,no,KEEP,Column heading.
ADM-ENQ-014,PHOTOGRAPHER,`/admin/enquiries` table,metadata,Message,`app/routes/admin/enquiries.tsx:141`,no,KEEP,Column heading.
ADM-ENQ-015,PHOTOGRAPHER,`/admin/enquiries` table,metadata,State,`app/routes/admin/enquiries.tsx:142`,no,KEEP,Column heading.
ADM-ENQ-016,PHOTOGRAPHER,`/admin/enquiries` table,accessibility label,Handled state for the enquiry from {name},`app/routes/admin/enquiries.tsx:189`,no,KEEP,Visually hidden label for the status selector; `{name}` is customer-supplied.
ADM-ENQ-017,PHOTOGRAPHER,`/admin/enquiries` table,button,Save,`app/routes/admin/enquiries.tsx:203`,no,KEEP,Saves the handled state.
ADM-ENQ-018,PHOTOGRAPHER,`/admin/enquiries` table,metadata,—,`app/routes/admin/enquiries.tsx:181`,no,KEEP,Em dash shown when no format or size preference was given.
ADM-ENQ-019,PHOTOGRAPHER,`/admin/enquiries` table,field label,New,`app/enquiries/enquiry.ts:97` (`ENQUIRY_STATUS_LABELS`),no,KEEP,Handled-state option.
ADM-ENQ-020,PHOTOGRAPHER,`/admin/enquiries` table,field label,Read,`app/enquiries/enquiry.ts:98` (`ENQUIRY_STATUS_LABELS`),no,KEEP,Handled-state option.
ADM-ENQ-021,PHOTOGRAPHER,`/admin/enquiries` table,field label,Archived,`app/enquiries/enquiry.ts:99` (`ENQUIRY_STATUS_LABELS`),no,KEEP,Handled-state option.
ADM-ENQ-022,PHOTOGRAPHER,`/admin/enquiries` table,metadata,"{enquiry.name}, {enquiry.email}",`app/routes/admin/enquiries.tsx:150`-`154`,no,KEEP,Customer-supplied values; the email is a `mailto:` link opened in the operator's own client.
ADM-PRINTS-001,PHOTOGRAPHER,`/admin/prints` header,heading,Prints,`app/routes/admin/prints.tsx:91`,no,KEEP,Eyebrow.
ADM-PRINTS-002,PHOTOGRAPHER,`/admin/prints` header,heading,Print eligibility,`app/routes/admin/prints.tsx:92`,no,KEEP,Page `h1`.
ADM-PRINTS-003,PHOTOGRAPHER,`/admin/prints` header,body,"Choose which photographs may be enquired about as prints. This changes only the print flag: it never publishes a photograph, and it never makes a draft visible.",`app/routes/admin/prints.tsx:93`-`96`,no,KEEP,Page lede; states the isolation of the flag.
ADM-PRINTS-004,PHOTOGRAPHER,`/admin/prints` action result,confirmation,This photograph is now offered for print enquiries.,`app/routes/admin/prints.tsx:66`,no,KEEP,Success.
ADM-PRINTS-005,PHOTOGRAPHER,`/admin/prints` action result,confirmation,This photograph is no longer offered for print enquiries.,`app/routes/admin/prints.tsx:67`,no,KEEP,Success.
ADM-PRINTS-006,PHOTOGRAPHER,`/admin/prints` action result,warning,"That photograph no longer exists, so nothing was changed.",`app/routes/admin/prints.tsx:71`,no,KEEP,Record disappeared between render and submit.
ADM-PRINTS-007,PHOTOGRAPHER,`/admin/prints` action result,warning,"That request was not understood, so nothing was changed.",`app/routes/admin/prints.tsx:73`,no,KEEP,Refusal.
ADM-PRINTS-008,PHOTOGRAPHER,`/admin/prints` action result,warning,"The change could not be saved, so print eligibility is unchanged.",`app/routes/admin/prints.tsx:76`,no,KEEP,Storage failure.
ADM-PRINTS-009,PHOTOGRAPHER,`/admin/prints` empty state,empty state,No photographs have been uploaded yet.,`app/routes/admin/prints.tsx:112`,no,KEEP,Shown when no photographs exist.
ADM-PRINTS-010,PHOTOGRAPHER,`/admin/prints` table,metadata,"1 photograph, or {n} photographs",`app/routes/admin/prints.tsx:118`,no,KEEP,Table caption.
ADM-PRINTS-011,PHOTOGRAPHER,`/admin/prints` table,metadata,Photograph,`app/routes/admin/prints.tsx:122`,no,KEEP,Column heading.
ADM-PRINTS-012,PHOTOGRAPHER,`/admin/prints` table,metadata,Publicly visible,`app/routes/admin/prints.tsx:123`,no,KEEP,Column heading.
ADM-PRINTS-013,PHOTOGRAPHER,`/admin/prints` table,metadata,Offered for print,`app/routes/admin/prints.tsx:124`,no,KEEP,Column heading.
ADM-PRINTS-014,PHOTOGRAPHER,`/admin/prints` table,metadata,Save,`app/routes/admin/prints.tsx:125`,no,KEEP,Column heading.
ADM-PRINTS-015,PHOTOGRAPHER,`/admin/prints` table,metadata,Published,`app/routes/admin/prints.tsx:143`,no,KEEP,Publication state cell.
ADM-PRINTS-016,PHOTOGRAPHER,`/admin/prints` table,metadata,Draft — not public,`app/routes/admin/prints.tsx:143`,no,KEEP,Publication state cell.
ADM-PRINTS-017,PHOTOGRAPHER,`/admin/prints` table,field label,Available for print enquiries,`app/routes/admin/prints.tsx:155`,no,KEEP,Checkbox label per photograph.
ADM-PRINTS-018,PHOTOGRAPHER,`/admin/prints` table,button,Save,`app/routes/admin/prints.tsx:158`,no,KEEP,Submit for one photograph.
ADM-PRINTS-019,PHOTOGRAPHER,`/admin/prints` table,metadata,Offered,`app/routes/admin/prints.tsx:163`,no,KEEP,Print state cell.
ADM-PRINTS-020,PHOTOGRAPHER,`/admin/prints` table,metadata,Not offered,`app/routes/admin/prints.tsx:163`,no,KEEP,Print state cell.
ADM-PRINTS-021,PHOTOGRAPHER,`/admin/prints` table,metadata,(still a draft),`app/routes/admin/prints.tsx:164`,no,KEEP,Suffix after the print state of an unpublished photograph.
ADM-PRINTS-022,PHOTOGRAPHER,`/admin/prints` footer note,helper text,"A draft marked here stays invisible on the public site, is not listed on /prints, and cannot be attached to an enquiry.",`app/routes/admin/prints.tsx:173`-`177`,no,REVIEW,Names the public path `/prints`.
ADM-SETTINGS-001,PHOTOGRAPHER,`/admin/settings` header,heading,Workspace,`app/routes/admin/settings.tsx:178`,no,KEEP,Eyebrow.
ADM-SETTINGS-002,PHOTOGRAPHER,`/admin/settings` header,heading,Settings,`app/routes/admin/settings.tsx:179`,no,KEEP,Page `h1`.
ADM-SETTINGS-003,PHOTOGRAPHER,`/admin/settings` header,body,Defaults and public details for your site. Anything left blank is simply not shown.,`app/routes/admin/settings.tsx:180`-`182`,no,KEEP,Page lede.
ADM-SETTINGS-004,PHOTOGRAPHER,`/admin/settings`,heading,Watermark defaults,`app/routes/admin/settings.tsx:198`,no,KEEP,Section `h2`.
ADM-SETTINGS-005,PHOTOGRAPHER,`/admin/settings`,helper text,"These apply to future uploads. A photograph's own setting always wins, and nothing already uploaded changes.",`app/routes/admin/settings.tsx:199`-`202`,no,KEEP,Explains the scope of the default.
ADM-SETTINGS-006,PHOTOGRAPHER,`/admin/settings`,field label,New uploads,`app/routes/admin/settings.tsx:204`,no,KEEP,Fieldset legend.
ADM-SETTINGS-007,PHOTOGRAPHER,`/admin/settings`,field label,Watermark new uploads by default,`app/data/site-settings.ts:80` (`WATERMARK_DEFAULT_LABELS`),yes,KEEP,Stored as `watermark.default_enabled`.
ADM-SETTINGS-008,PHOTOGRAPHER,`/admin/settings`,field label,Do not watermark new uploads by default,`app/data/site-settings.ts:81` (`WATERMARK_DEFAULT_LABELS`),yes,KEEP,Stored as `watermark.default_enabled`.
ADM-SETTINGS-009,PHOTOGRAPHER,`/admin/settings`,field label,Default watermark position,`app/routes/admin/settings.tsx:220`,no,KEEP,Selector label.
ADM-SETTINGS-010,PHOTOGRAPHER,`/admin/settings`,field label,No watermark,`app/data/site-settings.ts:92` (`WATERMARK_POSITION_LABELS`),yes,KEEP,Stored as `watermark.default_position`.
ADM-SETTINGS-011,PHOTOGRAPHER,`/admin/settings`,field label,Centre,`app/data/site-settings.ts:93` (`WATERMARK_POSITION_LABELS`),yes,KEEP,Stored as `watermark.default_position`.
ADM-SETTINGS-012,PHOTOGRAPHER,`/admin/settings`,field label,Bottom right (recommended),`app/data/site-settings.ts:94` (`WATERMARK_POSITION_LABELS`),yes,KEEP,Stored as `watermark.default_position`; the upload form words the same value as `bottom right` (`ADM-UPLOAD-025`).
ADM-SETTINGS-013,PHOTOGRAPHER,`/admin/settings`,heading,Social profiles,`app/routes/admin/settings.tsx:234`,no,KEEP,Section `h2`.
ADM-SETTINGS-014,PHOTOGRAPHER,`/admin/settings`,helper text,Paste the full https:// address for each profile you use. Leave the rest blank and no link appears anywhere on the public site.,`app/routes/admin/settings.tsx:235`-`238`,no,KEEP,Explains the blank-means-absent rule.
ADM-SETTINGS-015,PHOTOGRAPHER,`/admin/settings`,helper text,https://…,`app/routes/admin/settings.tsx:247`,no,KEEP,Placeholder inside each social URL field.
ADM-SETTINGS-016,PHOTOGRAPHER,`/admin/settings`,heading,Introductions,`app/routes/admin/settings.tsx:258`,no,KEEP,Section `h2`.
ADM-SETTINGS-017,PHOTOGRAPHER,`/admin/settings`,helper text,Short optional text shown on the public pages. A blank field renders nothing at all.,`app/routes/admin/settings.tsx:259`-`262`,no,KEEP,Explains the blank-means-absent rule.
ADM-SETTINGS-018,PHOTOGRAPHER,`/admin/settings`,field label,Short strapline,`app/data/site-settings.ts:64` (`TEXT_SETTING_FIELDS`),no,KEEP,Label for the `site.strapline` setting; limit 120 characters.
ADM-SETTINGS-019,PHOTOGRAPHER,`/admin/settings`,field label,Galleries page introduction,`app/data/site-settings.ts:67` (`TEXT_SETTING_FIELDS`),no,KEEP,Label for the `site.galleries_intro` setting; limit 300 characters.
ADM-SETTINGS-020,PHOTOGRAPHER,`/admin/settings`,field label,About introduction,`app/data/site-settings.ts:70` (`TEXT_SETTING_FIELDS`),no,KEEP,Label for the `site.about_intro` setting; limit 300 characters.
ADM-SETTINGS-021,PHOTOGRAPHER,`/admin/settings`,field label,Contact page introduction,`app/data/site-settings.ts:72`-`75` (`TEXT_SETTING_FIELDS`),no,KEEP,Label for the `site.contact_intro` setting; limit 300 characters.
ADM-SETTINGS-022,PHOTOGRAPHER,`/admin/settings`,body,(operator-supplied; blank by default),`site_settings` key `site.strapline`,via settings,OPERATOR_CONTENT_REQUIRED,The strapline value itself. No public surface currently renders this setting.
ADM-SETTINGS-023,PHOTOGRAPHER,`/admin/settings`,body,(operator-supplied; blank by default),`site_settings` key `site.galleries_intro`,via settings,OPERATOR_CONTENT_REQUIRED,The galleries introduction value. No public surface currently renders this setting.
ADM-SETTINGS-024,PHOTOGRAPHER,`/admin/settings`,body,(operator-supplied; blank by default),`site_settings` key `site.about_intro`,via settings,OPERATOR_CONTENT_REQUIRED,The about introduction value. No public surface currently renders this setting.
ADM-SETTINGS-025,PHOTOGRAPHER,`/admin/settings`,body,(operator-supplied; blank by default),`site_settings` key `site.contact_intro`,via settings,OPERATOR_CONTENT_REQUIRED,The contact introduction value. No public surface currently renders this setting.
ADM-SETTINGS-026,PHOTOGRAPHER,`/admin/settings`,button,Save settings,`app/routes/admin/settings.tsx:280`,no,KEEP,Submits the settings form.
ADM-SETTINGS-027,PHOTOGRAPHER,`/admin/settings`,heading,Tags,`app/routes/admin/settings.tsx:285`,no,KEEP,Section `h2`.
ADM-SETTINGS-028,PHOTOGRAPHER,`/admin/settings`,helper text,Tags group photographs across galleries. They appear on a photograph's page and can be browsed by visitors.,`app/routes/admin/settings.tsx:286`-`289`,no,REVIEW,"Explains tags; no public tag index exists yet, so ""browsed by visitors"" is aspirational."
ADM-SETTINGS-029,PHOTOGRAPHER,`/admin/settings`,empty state,No tags yet. Add the first one below.,`app/routes/admin/settings.tsx:295`,no,KEEP,Empty state.
ADM-SETTINGS-030,PHOTOGRAPHER,`/admin/settings`,field label,Tag name,`app/routes/admin/settings.tsx:303`,no,KEEP,Label for each tag's rename field; `maxlength` 40.
ADM-SETTINGS-031,PHOTOGRAPHER,`/admin/settings`,button,Rename,`app/routes/admin/settings.tsx:312`,no,KEEP,Per-tag rename.
ADM-SETTINGS-032,PHOTOGRAPHER,`/admin/settings`,helper text,"used by {n} photograph, or photographs",`app/routes/admin/settings.tsx:315`,no,KEEP,Usage count beside each tag.
ADM-SETTINGS-033,PHOTOGRAPHER,`/admin/settings`,button,Delete unused tag,`app/routes/admin/settings.tsx:323`,no,KEEP,Offered only when the tag is used by no photograph.
ADM-SETTINGS-034,PHOTOGRAPHER,`/admin/settings`,field label,Add a tag,`app/routes/admin/settings.tsx:334`,no,KEEP,"New tag field label; `maxlength` 40, required."
ADM-SETTINGS-035,PHOTOGRAPHER,`/admin/settings`,button,Add tag,`app/routes/admin/settings.tsx:340`,no,KEEP,Creates the tag.
ADM-SETTINGS-036,PHOTOGRAPHER,`/admin/settings`,confirmation,Settings saved. Watermark defaults apply to future uploads; photographs you have already uploaded are unchanged.,`app/routes/admin/settings.tsx:120`-`121`,no,KEEP,Save success.
ADM-SETTINGS-037,PHOTOGRAPHER,`/admin/settings`,warning,{reason} Nothing was changed.,`app/routes/admin/settings.tsx:117`,no,KEEP,Prefixes the storage module's own reason.
ADM-SETTINGS-038,PHOTOGRAPHER,`/admin/settings`,confirmation,Added the tag “{name}”.,`app/routes/admin/settings.tsx:139`,no,KEEP,Tag create success.
ADM-SETTINGS-039,PHOTOGRAPHER,`/admin/settings`,confirmation,Renamed the tag to “{name}”.,`app/routes/admin/settings.tsx:149`,no,KEEP,Tag rename success.
ADM-SETTINGS-040,PHOTOGRAPHER,`/admin/settings`,confirmation,Deleted the unused tag “{name}”.,`app/routes/admin/settings.tsx:158`,no,KEEP,Tag delete success.
ADM-SETTINGS-041,PHOTOGRAPHER,`/admin/settings`,warning,"{n} photograph, or photographs, still use that tag, so it was not deleted. Remove it from those photographs first.",`app/routes/admin/settings.tsx:163`,no,KEEP,In-use refusal.
ADM-SETTINGS-042,PHOTOGRAPHER,`/admin/settings`,warning,"That tag no longer exists, so nothing was changed.","`app/routes/admin/settings.tsx:153`, `:167`",no,KEEP,Rename and delete not-found.
ADM-SETTINGS-043,PHOTOGRAPHER,`/admin/settings`,warning,"The tag could not be saved, so nothing was changed.",`app/routes/admin/settings.tsx:143`,no,KEEP,Tag create failure.
ADM-SETTINGS-044,PHOTOGRAPHER,`/admin/settings`,warning,"That action was not recognised, so nothing was changed.",`app/routes/admin/settings.tsx:130`,no,KEEP,Unrecognised intent.
ADM-SETTINGS-045,PHOTOGRAPHER,`/admin/settings`,warning,"No database is configured in this environment, so nothing was changed.",`app/routes/admin/settings.tsx:67`,no,KEEP,Same wording as `ADM-PHOTOS-004`.
ADM-SETTINGS-046,PHOTOGRAPHER,`/admin/settings`,warning,(dynamic) the reason the tag list or the settings save failed,`app/routes/admin/settings.tsx:291` and `:117`,no,KEEP,"Renders the store's own sentence — see `SYS-AREA-015`, `SYS-AREA-016` and `SYS-AREA-017`; the settings case is prefixed by `ADM-SETTINGS-037`."
ADM-NOTFOUND-001,PHOTOGRAPHER,Unknown `/admin/...` path,heading,404,`app/routes/admin/not-found.tsx:24`,no,KEEP,Eyebrow.
ADM-NOTFOUND-002,PHOTOGRAPHER,Unknown `/admin/...` path,heading,That admin page does not exist,`app/routes/admin/not-found.tsx:25`,no,KEEP,Page `h1`.
ADM-NOTFOUND-003,PHOTOGRAPHER,Unknown `/admin/...` path,body,"Check the address, or return to your dashboard.",`app/routes/admin/not-found.tsx:27`,no,KEEP,Page lede.
ADM-NOTFOUND-004,PHOTOGRAPHER,Unknown `/admin/...` path,button,Back to dashboard,`app/routes/admin/not-found.tsx:32`,no,KEEP,Links to `/admin`.
MGR-NAV-001,MANAGER,`/manager` brand tagline,body,Manager,`app/layouts/manager.tsx:36` (`areaName`),no,KEEP,Occupies the slot `Admin` fills in the photographer area (`ADM-NAV-001`).
MGR-NAV-002,MANAGER,`/manager` area navigation,navigation,Dashboard,`app/layouts/manager.tsx:17`,no,KEEP,Exact-path match.
MGR-NAV-003,MANAGER,`/manager` area navigation,navigation,Diagnostics,`app/layouts/manager.tsx:18`,no,KEEP,
MGR-NAV-004,MANAGER,`/manager` area navigation,navigation,Settings,`app/layouts/manager.tsx:19`,no,KEEP,
MGR-NAV-005,MANAGER,`/manager` area navigation,navigation,Maintenance,`app/layouts/manager.tsx:20`,no,KEEP,
MGR-DASH-001,MANAGER,`/manager` header,heading,Manager,`app/routes/manager/dashboard.tsx:36`,no,KEEP,Eyebrow.
MGR-DASH-002,MANAGER,`/manager` header,heading,Site status,`app/routes/manager/dashboard.tsx:37`,no,KEEP,Page `h1`.
MGR-DASH-003,MANAGER,`/manager` header,body,"Functional foundations for maintenance: live binding, storage and identity state from this deployment, plus the authorised users who can sign in.",`app/routes/manager/dashboard.tsx:38`-`41`,no,KEEP,Page lede.
MGR-DASH-004,MANAGER,`/manager` status tables,metadata,Authentication,`app/routes/manager/dashboard.tsx:44`,no,KEEP,Table caption; the rows come from `SYS-DIAG`.
MGR-DASH-005,MANAGER,`/manager` status tables,metadata,Database,`app/routes/manager/dashboard.tsx:45`,no,KEEP,Table caption.
MGR-DASH-006,MANAGER,`/manager` status tables,metadata,Storage,`app/routes/manager/dashboard.tsx:46`,no,KEEP,Table caption.
MGR-DASH-007,MANAGER,`/manager` authorised users,heading,Authorised users,`app/routes/manager/dashboard.tsx:48`,no,KEEP,Section `h2`.
